"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"247",246,1.70330959699519,5,744,9374611,744,9079863,84357,0.000341546313533548,21170,21165,5,19306,1131,0.999763816721776,0.000236183278223902,0.911950873878129,0.0534246575342466,6060.5,2228.81,1935.58,456.442,1606.5,142709,54100,0,0,2004185798,25,134,1.81196258379131,0.94003574479514,-0.108652986796119,2.20163228289321
"248",247,2.09097279688436,7982,1061,36870704,1060,470155,798200,0.000544445184066232,34830,34830,0,29432,4346,1,0,0.845018662072926,0.124777490668964,20352.9,2786.11,1903.97,320.04,3769.69,172643,96617,0,0,2326859490,5,50,1.62674184786516,1.28537468906233,0.464230949019195,2.77451621870853
"249",248,2.39620751229429,33,67,24994491,67,11235615,3300,1.13495498682541e-05,23837,23774,63,22633,977,0.997357049964341,0.00264295003565885,0.949490288207409,0.040986701346646,14041.3,3723.2,2173.88,465.098,2542.75,0,0,0,0,0,0,0,2.31677546047187,1.03428560651547,0.0794320518224256,2.38971732151176
"250",249,1.77958389858477,240,67,41762923,67,7032305,120000,0.000249577994808029,27304,27304,0,23243,3498,1,0,0.851267213595078,0.128113096982127,12088.9,2581.83,1732.27,344.509,2109.01,235727,13,0,0,1091814410,2,21,1.63281990779889,1.08988375881804,0.146763990785885,2.45704926047522
"251",250,2.28492553525436,1317,3354,27756834,3354,668782,131700,0.000455951970538731,25331,25331,0,22913,1870,1,0,0.90454383956417,0.0738225889226639,11212.4,2492.21,2099.59,379.474,2587.92,201096,41160,0,0,3197726010,15,57,1.76327744245095,1.29584005343953,0.521648092803406,2.83193336249274
"252",251,2.06386779664431,243,505,89127860,504,3973335,28445,8.49430828936418e-05,26009,26009,0,23411,2154,1,0,0.900111499865431,0.082817486254758,11844.5,2560.87,1828.76,327.526,2064.1,222190,89235,0,0,5528776008,7,99,1.73966170301589,1.18636157424537,0.324206093628416,2.63449136331775
"253",252,1.85711349046743,124,309,12546303,308,1507563,12400,7.67958511611186e-05,28221,28221,0,26047,1688,1,0,0.922965167782857,0.0598136139754084,3187.35,2240.73,1808.34,321.95,376.277,172393,8326073,0,0,9104367049,53,172,1.90992063679925,0.972351130557805,-0.0528071463318169,2.25747812335751
"254",253,1.90442923423303,237,35,92921235,35,14338858,118500,0.000350400006741874,21556,21556,0,19523,1524,1,0,0.905687511597699,0.0706995732046762,12796.5,2689.16,1889.68,318.763,2126.54,235730,18489,0,0,3046353564,8,146,1.77000648146711,1.07594477996177,0.134422752765922,2.44470802245525
"255",254,1.83050423968228,0,14904,168834166,14903,168834166,0,0,31163,31163,0,25782,4294,1,0,0.82732727914514,0.137791611847383,31968.5,2681.8,1622.93,340.408,6074.27,207321,342924,0,0,3410135668,14,47,1.60478183496569,1.1406561314432,0.225722404716595,2.53600767440593
"256",255,2.29065021328995,4,13,12288052,12,8301990,400,3.00308450563429e-06,27985,27972,13,26911,863,0.999535465427908,0.000464534572092192,0.96162229765946,0.0308379489011971,3716.17,2483.96,2089.19,310.796,417.55,130426,155254,0,0,7458109869,30,155,2.60986335855045,0.877689709610779,-0.319213145260492,1.99107212442884
"257",256,2.26692425633683,12,81,19013855,81,16203194,1200,4.44073172956406e-06,20442,20442,0,19207,927,1,0,0.939585167791801,0.0453478133255063,12303.5,2854.5,2237.41,329.724,2035.84,206942,0,0,0,1518103196,10,86,2.13162283826617,1.06347343237358,0.13530141807066,2.44558668775999
"258",257,2.84112586212104,81,112,41400801,112,4737759,8100,2.97249685177721e-05,28415,28415,0,27132,1000,1,0,0.954847791659335,0.0351926799225761,14506.3,3742.72,2200.06,447.822,2530.42,221848,157211,0,0,1494469173,9,82,2.43650222093148,1.16606742145093,0.404623641189564,2.71490891087889
"259",258,2.80038876385382,28,72,40332006,72,13746097,2800,1.07517708444975e-05,27443,27443,0,26423,740,1,0,0.962832051889371,0.0269649819626134,14463.5,3424.99,2169.51,405.228,2484.01,196005,0,0,0,1518103196,10,86,2.64357198583906,1.05932003321823,0.156816778014763,2.46710204770409
"260",259,1.88660828598486,144,155,18885472,155,3523768,14400,7.78135549613242e-05,27597,27597,0,25656,1490,1,0,0.929666268072617,0.0539913758741892,3529.89,1833.04,1899.97,295.652,611.935,130535,634,0,0,2174884319,5,67,1.98738187650183,0.949293292995932,-0.100773590516973,2.20951167917236
"261",260,1.55181010076443,920,2493,854032331,2492,27424730,460000,5.26167728523777e-05,25717,25717,0,19336,5473,1,0,0.751876190846522,0.212816424932924,26551.5,849.592,1658.83,308.524,19836.1,103312,590876,0,0,981196176,2,20,1.33145660725009,1.16549806603869,0.22035349351433,2.53063876320366
"262",261,1.56112118423576,497,1751,854857182,1750,49627568,248500,2.76406872361218e-05,26125,26125,0,20041,5123,1,0,0.76711961722488,0.196095693779904,31704.5,1042.99,1651.25,305.214,19906.3,103338,735094,0,0,1123605454,3,21,1.40776989296136,1.10893207195376,0.153351291274401,2.46363656096373
"263",262,2.49647867811287,2,453,7954289,453,7954289,196,9.49663360085819e-07,22395,22395,0,21577,461,1,0,0.96347398972985,0.0205849519982139,16051.9,3536.11,2136.82,400.1,2678.72,207038,0,0,0,416864975,1,6,2.66181122786211,0.937887199505867,-0.165332549749241,2.14495271994009
"264",263,2.84321791829861,62,106,41410448,106,8158086,6200,2.2787931058893e-05,28581,28581,0,27541,830,1,0,0.963612189916378,0.0290402715090445,14095.1,3499.22,2174.67,421.548,2530.08,196106,162831,0,0,1518103196,10,86,2.66577012321185,1.06656530266494,0.177447795086763,2.48773306477609
"265",264,2.76625588355483,40,47,40070836,47,11611595,4000,1.52108311126249e-05,27752,27752,0,26662,791,1,0,0.960723551455751,0.0285024502738541,14489.9,3410.23,2147.33,408.576,2501.36,0,0,0,0,0,0,0,2.58537520625657,1.06996302774952,0.18088067729826,2.49116594698759
"266",265,2.05171246753765,19526,8457,71024062,8457,65274,1985312,0.00485217412833118,22082,22076,6,20294,1000,0.999728285481388,0.000271714518612445,0.919029073453491,0.0452857531020741,13137.5,2670.87,2147.41,468.285,3935.38,192153,29067,0,0,2982680946,4,43,1.87101967596005,1.09657450100565,0.180692791577602,2.49097806126693
"267",266,1.45091247507415,139,106,9910348,105,3551999,13900,0.000128513420545561,18199,18199,0,17089,768,1,0,0.939007637782296,0.042200120885763,4029.8,1942.51,1793.1,277.719,449.026,147641,6685,0,0,3526789993,29,95,2.12216053168208,0.683695909622878,-0.671248056607931,1.6390372130814
"268",267,1.9122586789128,23,43,12841304,42,10871041,2208,5.88516030814188e-06,23696,23696,0,22357,806,1,0,0.94349257258609,0.0340141796083727,14454.9,2948.14,1997.34,352.663,2423.24,190372,135,0,0,3419031713,10,62,2.19937625478505,0.86945499877632,-0.287117575872246,2.02316769381709
"269",268,2.26518628963421,264,304,36454210,304,6865999,26041,3.73372855119839e-05,23731,23731,0,22669,791,1,0,0.955248409253719,0.0333319287008554,28617.5,3117.22,2097.88,392.093,5915.32,208867,0,0,0,2494419392,1,5,2.44605255035769,0.926057900637894,-0.180866260723481,2.12941900896585
"270",269,1.62056887733395,200,40,25267037,40,4159467,20266,3.08263997713547e-05,23735,23735,0,21155,1723,1,0,0.8912997682747,0.0725932167684854,22570,2339.18,1669.86,318.344,4025.94,162626,50,0,0,799706906,3,17,1.70294442246222,0.951627578656286,-0.0823755451282704,2.22790972456106
"271",270,2.7548586635949,104,69,13003764,68,4914980,9260,2.41194123663061e-05,29539,29539,0,28479,642,1,0,0.96411523748265,0.021733978807678,18058.4,3507.7,2340.05,373.694,3190.92,213153,374684,0,0,7993713830,13,141,2.68027750526041,1.02782590914117,0.0745811583344986,2.38486642802383
"272",271,2.75877842100226,1084,587,93297747,586,1523498,542000,0.00102201167834643,30102,30070,32,29041,786,0.998936947711116,0.00106305228888446,0.964753172546675,0.0261112218457245,20939,3876.14,2338.91,584.176,6454.52,212913,164527,0,0,9455877326,25,144,2.69889513226321,1.02218807541768,0.0598832887390528,2.37016855842838
"273",272,1.91029257340604,4,92,37627869,92,33386403,200,1.188699184254e-06,22616,22616,0,21761,523,1,0,0.962194906261054,0.0231252210824195,7319.5,2645.19,2002.27,504.522,1955.29,167486,0,0,0,4211113476,41,81,2.6257110541661,0.727533431515651,-0.715418480760062,1.59486678892927
"274",273,1.67335780875878,403,1108,939673033,1107,59628095,197448,2.31287882373075e-05,26362,26362,0,21108,4415,1,0,0.800697974357029,0.167475912298005,25612.5,864.529,1703.56,325.473,21884.5,103389,621984,0,0,1537668410,2,20,1.5437248384516,1.08397414298082,0.129632970307181,2.43991823999651
"275",274,1.72876180056311,513,1455,849285246,1454,39994732,255132,2.80895074592758e-05,27654,27654,0,22071,4746,1,0,0.798112388804513,0.17162074202647,37721.2,1199.56,1719.08,318.978,22237,103404,681772,0,0,1154895824,2,20,1.535525165275,1.12584400416095,0.193236635288113,2.50352190497744
"276",275,2.36042318486941,312,1475,791150472,1474,44584537,31200,3.56880016971237e-06,37988,37988,0,34332,3087,1,0,0.90375908181531,0.0812625039486154,30336.2,1437.64,2022.87,398.738,23389.6,104293,1384885,0,0,1700014998,6,29,1.75881570071479,1.3420526004573,0.601607484154623,2.91189275384395
"277",276,1.71403768120112,315,512,992907699,511,73929931,157037,1.77994594367518e-05,28445,28445,0,23132,4582,1,0,0.813218491826332,0.161082791351731,38882.3,1122.71,1717.17,321.018,22313.5,103402,590231,0,0,980468602,2,20,1.57756230556862,1.08651029195535,0.136475375632503,2.44676064532183
"278",277,2.06317524636171,2157,2078,430149658,2078,2070622,175076,0.000131070287192401,32854,32854,0,28601,3609,1,0,0.870548487246606,0.109849637791441,30166.6,2720.46,2005.08,494.738,11167.9,197464,10151,0,0,1866666594,2,31,1.65445011923217,1.24704590508853,0.408725127129544,2.71901039681888
"279",278,2.29099927764855,251,4,40620313,4,1092454,121207,0.000819863540242156,20287,20287,0,19454,594,1,0,0.958939222161976,0.0292798343766944,14452.8,3635.57,2252.63,570.292,3737.22,199198,50493,0,0,1500686991,3,63,2.53813348112968,0.902631518271789,-0.247134203481136,2.0631510662082
"280",279,2.11616587738239,91,152,16702263,151,8257054,9014,1.89167169333894e-05,23452,23452,0,21320,1460,1,0,0.909090909090909,0.0622548183523793,21440,3252.63,2193.88,376.646,3869.86,72340,11892,0,0,1681416906,2,12,1.79169414472362,1.18109772452754,0.324471732658765,2.6347570023481
"281",280,1.88706361008056,29,9,36783356,8,11742490,2900,1.11545205304162e-05,21401,21396,5,20280,677,0.999766366057661,0.000233633942339143,0.947619270127564,0.03163403579272,10574.8,2350.49,1876.31,339.835,2238.02,90153,42777,0,0,1141058188,4,22,2.27833557233681,0.828264120963125,-0.391271962256244,1.91901330743309
"282",281,3.42562167961005,60,858,12331690,858,3123606,6012,1.64656700515861e-05,28024,28024,0,27454,297,1,0,0.979660291178989,0.0105980588067371,17079.4,3901.49,2360.71,485.083,3795.21,199851,0,0,0,8223609178,32,180,3.20927815362613,1.06741189626691,0.216343525983913,2.52662879567324
"283",282,3.07335510170388,38,225,17546577,225,9270999,3800,1.19721925035297e-05,27776,27776,0,26590,723,1,0,0.957301267281106,0.0260296658986175,16640,3978.05,2185.34,526.15,3283.31,199461,0,0,0,6597780250,3,158,2.49634591554256,1.23114151871694,0.577009186161325,2.88729445585066
"284",283,2.28481774182423,2281,5159,78989042,5158,986177,230800,0.000399762680919114,25557,25557,0,23895,1087,1,0,0.934968893062566,0.0425323786046876,19814.1,3298.11,2153.82,516.509,5738.17,212818,10,0,0,2487006564,5,41,2.05977764833425,1.10925455651583,0.225040093489972,2.5353253631793
"285",284,3.44969661199382,2606,2160,16975517,2160,717335,98447115,0.0557512657254585,54884,54884,0,51968,1885,1,0,0.946869761679178,0.034345164346622,22371.9,3526.22,2159.12,471.895,4068.58,113109,479045,0,0,6639725424,24,95,2.26340722378574,1.52411663961376,1.18628938820808,3.49657465789742
"286",285,2.09266234643594,704,646,111783093,645,926603,352000,0.00100107192051052,20318,20318,0,19107,946,1,0,0.940397676936706,0.0465597007579486,18960.9,3397.78,2126.23,571.151,5205.17,152503,61277,0,0,2911696760,107,146,2.14517162748762,0.975522107238956,-0.052509281051675,2.25777598863766
"287",286,2.33242345491616,0,351,3022255,351,3022255,0,0,24987,24987,0,24349,341,1,0,0.974466722695802,0.0136470964901749,7610.11,2870.12,2147.4,484.876,2121.2,205386,1,0,0,1622605789,7,24,3.01431909238294,0.773781203459881,-0.681895637466773,1.62838963222256
"288",287,2.50763656745398,0,51,26917925,51,26917925,0,0,26154,26154,0,25403,412,1,0,0.971285463026688,0.0157528485126558,6874.84,2968.15,2254.67,496.255,2358.24,148913,31980,0,0,876600042,9,11,2.90420408176661,0.863450534760146,-0.396567514312632,1.9137177553767
"289",288,1.98271083469623,79,31,23799781,31,5316196,7900,3.49746112656074e-05,20167,20029,138,18352,1419,0.993157137898547,0.00684286210145287,0.910001487578718,0.070362473347548,10463.7,2882.58,2041.81,427.531,2159.44,202840,79754,0,0,434455758,4,4,1.79793791133248,1.1027693571614,0.184772923363751,2.49505819305308
"290",289,2.04881636137687,84,310,38450617,310,12487216,8400,1.84121876477578e-05,19712,19712,0,18139,1281,1,0,0.920200892857143,0.0649857954545455,23287.4,3591.49,2049.35,463.313,4551.65,200984,0,0,0,266589750,3,3,1.88212180521461,1.08856735823389,0.166694556162262,2.47697982585159
"291",290,2.35315776236225,19,69,34144059,68,23459757,1840,4.4296159093045e-06,22109,22109,0,21020,898,1,0,0.950744040888326,0.0406169433262472,21964.9,3793.43,2169.64,460.645,4591.67,208500,0,0,0,567443587,14,14,2.34349044845755,1.0041251774297,0.00966731390470432,2.31995258359404
"292",291,2.53259208139021,5689,1869,30801132,1869,120369,5511720,0.0218155338552706,24942,24942,0,24189,486,1,0,0.969809959105124,0.019485205677171,15013,3710.58,2134.53,434.194,2346.21,211088,0,0,0,1336636754,3,18,2.85543297150182,0.886938025394512,-0.322840890111612,1.98744437957772
"293",292,1.8745525937253,53073,46553,45061517,46552,146379,26535112,0.00505659846688545,31450,31450,0,26812,2664,1,0,0.852527821939587,0.0847058823529412,67596.8,3318.99,1737.61,443.003,12855.8,113346,199391,0,0,7237804270,25,74,1.63402501138609,1.14719944961869,0.240527582339208,2.55081285202854
"294",293,1.23380368642956,6139,1586,185519777,1586,452780,594531,0.000276283157249832,18993,18993,0,13190,4057,1,0,0.694466382351393,0.21360501237298,42401.5,2025.33,1667.36,259.057,6487.99,288258,325691,0,0,232891316,3,5,1.14255168720907,1.07986684562463,0.0912519992204834,2.40153726890981
"295",294,2.47642075340422,26,46,10311656,45,7837045,2600,8.9245216816792e-06,26265,26265,0,25526,466,1,0,0.971863696935085,0.0177422425280792,15203.3,3492.28,2165.15,369.507,2467.77,242523,6475,0,0,2953221110,29,82,2.9237102788445,0.847013047538672,-0.447289525440278,1.86299574424905
"296",295,1.91709023277746,9,205,134537425,205,92569129,900,1.07560012131765e-06,22869,22869,0,20052,2147,1,0,0.876820149547422,0.093882548428003,17952.6,2788.63,2087.86,460.059,5073.59,210609,288370,0,0,456594040,2,23,1.66496547231343,1.15142942280581,0.252124760464033,2.56241003015336
"297",296,2.21904666945777,24,140,131385309,140,78300995,2400,2.9240970668788e-06,25247,25247,0,22952,1805,1,0,0.909098110666614,0.0714936428090466,18466,3346.74,2225.63,538.952,5318.68,207187,91839,0,0,2274745942,14,43,1.79174277464095,1.23848506653108,0.427303894816826,2.73758916450616
"298",297,2.61106593249899,3,56,75513634,55,74843483,300,6.82967481047487e-07,27226,27221,5,26302,652,0.999816352016455,0.000183647983545141,0.966061852640858,0.0239476970542863,15439.4,3637.03,2332.95,550.246,4288.73,206954,17988,0,0,9476493954,45,136,2.7378672693749,0.953686090522256,-0.126801336875907,2.18348393281342
"299",298,3.78047234423043,6,21,13386827,20,13386827,485,2.174337151302e-06,29188,29173,15,28882,166,0.999486090174044,0.000513909825955872,0.9895162395505,0.00568726874057832,15992.8,4675.29,2403.36,547.475,3187.32,206621,19452,0,0,8165616288,25,156,3.63509736749131,1.03999204479066,0.14537497673912,2.45566024642845
"300",299,2.3281939346765,532,519,333097027,519,3797918,264612,0.000293025375813499,30898,30898,0,27285,3267,1,0,0.883066865169267,0.105734999029063,26640.8,3762.42,2261.08,637.047,10127.5,217349,0,0,0,796758180,4,13,1.67857758078656,1.38700406899604,0.649616353889936,2.95990162357927
"301",300,1.86871693775661,4842,2014,370270374,2014,600000,2419776,0.00224543131344839,30072,30072,0,25147,4171,1,0,0.83622638999734,0.138700452247938,25287.9,3246.9,2141.93,595.359,9108.05,217323,0,0,0,793739622,4,13,1.61708520076588,1.15560821215329,0.251631736990726,2.56191700668006
"302",301,2.45309833418129,1049,266,278041626,266,2828848,516409,0.000671332257004374,29479,29479,0,26812,2345,1,0,0.909528817124054,0.0795481529224193,27729.5,3676.48,2184.58,591.405,9414.65,217323,33,0,0,1012793130,5,19,1.79467288013126,1.36687769751214,0.658425454050033,2.96871072373936
"303",302,2.13592596711356,117,23,26079713,23,4030746,11700,4.34478628653545e-05,24465,24465,0,22703,1473,1,0,0.927978745146127,0.0602084610668302,11161,3108.11,2098.13,465.637,2464.21,199214,143115,0,0,2483370822,11,30,1.96646299221654,1.08617653907944,0.169462974897027,2.47974824458636
"304",303,2.36597543884118,337,151,304887826,151,7566576,168500,0.000202703772632031,25635,25635,0,24041,1279,1,0,0.937819387556076,0.0498927247903257,34635.4,4012.38,2303.71,606.721,11275.7,208990,0,0,0,1264239664,3,11,2.10312532871096,1.12498071633769,0.262850110130225,2.57313537981956
"305",304,2.10033376018782,1738,1046,428584394,1046,2783074,869000,0.000743905492191757,30051,30051,0,26088,3428,1,0,0.868124188878906,0.114072743003561,35490,3573.66,2180.4,610.362,12960.8,221043,0,0,0,1259295398,3,11,1.65103785275237,1.27212938012684,0.449295907435455,2.75958117712479
"306",305,2.54134891128019,478,30,16894347,29,15957419,1715247,0.0037150312045515,28341,25985,2356,27365,828,0.916869552944497,0.0831304470555026,0.965562259623866,0.0292156240076215,18675,3438.68,2063.28,436.918,3478.53,176843,700468,0,0,4543401370,29,103,2.72286505859249,0.933336341167736,-0.181516147312301,2.12876912237703
"307",306,1.91258745218952,29,32,12741254,31,11585164,2900,8.16332622372363e-06,24012,24009,3,22773,742,0.999875062468766,0.000124937531234383,0.9484007996002,0.0309012160586373,15410.5,3004.1,1943.34,347.796,2593.01,201683,545364,0,0,8183537574,19,145,2.2941865595603,0.833666923999452,-0.381599107370779,1.92868616231855
"308",307,2.27750115424748,26,149,20636470,148,16193484,2600,1.07499567138522e-05,22272,21600,672,21728,308,0.969827586206897,0.0301724137931034,0.975574712643678,0.0138290229885057,8495.14,2633.91,2102.28,395.816,1908.86,207515,66868,0,0,8376406170,43,127,3.05430203648573,0.745669919687434,-0.77680088223825,1.53348438745108
"309",308,1.65800800341353,0,33,11369407,32,0,0,0,20516,20507,9,18290,1442,0.999561317995711,0.000438682004289335,0.891499317605771,0.0702866055761357,14723.2,2971.56,1880.31,358.274,2238.33,225083,93100,0,0,877835985,2,13,1.70364322977234,0.97321315545338,-0.045635226358814,2.26465004333052
