"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"345",344,1.8128751818428,85,24,41442133,24,16512651,23593,5.91526862712086e-05,23111,23111,0,20585,2065,1,0,0.890701397602873,0.0893513911124573,14550.8,2337.47,1853.69,364.968,3513.75,195267,24,0,0,2602644578,11,56,1.70088236108451,1.06584395447954,0.111992820758298,2.42227809044763
"346",345,3.18708835201318,108,99,9767562,99,2980993,28200,0.000122975737593429,26263,26263,0,25601,469,1,0,0.974793435631878,0.0178578227925218,13457.4,3724.96,2283.19,418.102,2394.85,194749,43416,0,0,1268173638,4,18,3.02601993884942,1.05322780960426,0.161068413163763,2.47135368285309
"347",346,1.52474095836684,150,111,22055301,111,6521190,39000,6.18456993600408e-05,20334,20334,0,18012,1551,1,0,0.885807022720567,0.0762761876659782,26629.9,2444.91,1844.23,319.383,4665.34,231396,0,0,0,4401017486,21,59,1.68578204632178,0.904470991189925,-0.161041087954939,2.14924418173439
"348",347,3.11208090747799,43,249,14593050,249,6780370,13833,3.52018733534621e-05,25755,25730,25,25165,311,0.999029314696176,0.0009706853038245,0.977091826829742,0.0120753251795768,16318.5,4067.06,2296.86,486.461,3026.8,197509,377017,0,0,7244792942,23,160,3.11044946683519,1.000524503182,0.00163144064280507,2.31191671033214
"349",348,3.62978110188621,314,42,9190824,42,1520875,96832,0.000499193602205459,28781,28781,0,28112,443,1,0,0.976755498419096,0.0153920989541712,13766,3885.31,2357.95,452.226,2400.22,195310,5,0,0,1383906944,4,9,3.09786114434792,1.17170555191242,0.531919957538292,2.84220522722762
"350",349,1.49333912281308,4,33,8777606,33,8641220,1100,4.36310526771264e-06,18225,18216,9,15413,1551,0.999506172839506,0.000493827160493827,0.845706447187929,0.0851028806584362,10231.7,2069.35,1835.17,260.293,1583.58,195726,27,0,0,614723264,10,10,1.62742971239607,0.917605910374114,-0.134090589582992,2.17619468010634
"351",350,2.12332038599918,172,13,63675256,13,22915403,37100,8.71864225162325e-05,23861,23861,0,22232,1360,1,0,0.931729600603495,0.0569967729768241,15336.8,2547.83,2058.99,385.027,4089.04,204502,189401,0,0,3535405228,22,70,2.01432329585418,1.05411102099118,0.108997090144998,2.41928235983433
"352",351,2.86044779519757,57,14,25530711,14,7096104,16756,9.74440704125875e-05,26342,26332,10,25766,405,0.999620378103409,0.000379621896590995,0.978133778756359,0.0153746868119353,10101.4,3688.59,2246.65,444.025,1660.99,196479,40,0,0,5503217204,4,49,3.149963726091,0.908089122266589,-0.289515930893431,2.0207693387959
"353",352,2.23307519632014,619,10,264456228,10,7930419,309427,0.000122138818144444,31900,31900,0,28054,3415,1,0,0.879435736677116,0.10705329153605,55687.6,3888.57,2158.64,620.837,16967.5,208867,272141,0,0,9390956449,24,227,1.67022994235121,1.33698668650174,0.562845253968929,2.87313052365826
"354",353,2.00181187998063,249,110,123641648,110,13055916,80100,4.64957383869507e-05,27076,27076,0,24335,2077,1,0,0.898766435219382,0.0767100014773231,42784.3,2989.7,2058.48,372.079,7915.76,81886,109760,0,0,3789166973,5,126,1.73322390738413,1.15496438253143,0.268587972596498,2.57887324228583
"355",354,1.80791172876736,6,33,11339310,33,10961940,1800,5.56753673996616e-06,22256,22141,115,20496,1052,0.994832854061826,0.00516714593817398,0.920920201294033,0.0472681524083393,13710.5,2631.61,1922.85,318.944,2231.32,183200,115508,0,0,6840495846,7,97,1.88913513748052,0.95700497698567,-0.0812234087131549,2.22906186097618
"356",355,1.19136016828419,1520,5089,62075725,5088,336149,1100136,0.00597625105443346,14301,14301,0,10643,1946,1,0,0.744213691350255,0.136074400391581,6796.46,2210.47,1747.51,471.657,1412.95,0,0,0,0,0,0,0,1.29264756515549,0.921643455183304,-0.101287396871299,2.20899787281803
"357",356,1.55565050977532,59,8,246577358,8,22692164,22000,3.25422609480124e-05,17957,17957,0,13695,3066,1,0,0.762655231942975,0.170741215125021,23657.8,2913.54,2103.02,512.208,6578.77,217344,3979,0,0,217117614,1,2,1.38588189550908,1.12249861609158,0.169768614266236,2.48005388395557
"358",357,2.17581463315748,27,91,90077004,90,38496358,8400,4.75682477506561e-05,20284,20284,0,19137,638,1,0,0.943452967856439,0.0314533622559653,9383.7,3528.42,2335.94,541.732,2267.02,235299,3608,0,0,528286110,2,11,2.19865607610996,0.989611179665312,-0.0228414429524775,2.28744382673685
"359",358,2.50369765706053,35,129,95248607,128,18767309,10300,3.92205250405232e-05,24012,24012,0,23244,525,1,0,0.968015992003998,0.021864067966017,12232.6,4154.75,2439.24,649.191,3400.13,201974,9,0,0,4620287806,14,130,2.79804601712088,0.894802173281188,-0.294348360060343,2.01593690962899
"360",359,1.42108262465263,11,171,92548589,170,22618715,5500,2.45453744788487e-05,14422,14422,0,12276,733,1,0,0.851199556233532,0.0508251282762446,23037.4,2061.81,2113.07,408.045,7343.16,236987,0,0,0,3546185922,22,66,1.63275525509093,0.870358628595255,-0.211672630438292,2.09861263925104
"361",360,1.27144231235461,28,419,94852749,419,27992483,13100,4.85214564028492e-05,15049,15049,0,11903,1907,1,0,0.790949564755133,0.126719383347731,8285.09,2332.6,1877.86,494.124,2014.81,197694,5,0,0,167249334,1,3,1.51065637167573,0.841648925721094,-0.239214059321127,2.0710712103682
"362",361,1.03592006621966,16,289,84416232,288,32607359,5000,2.21506053771525e-05,12038,12038,0,9461,952,1,0,0.785927894999169,0.0790829041368998,6499.63,1761.33,1860.37,415.337,1532.25,198334,0,0,0,65329880,1,2,1.4913944298269,0.694598320539451,-0.455474363607244,1.85481090608209
"363",362,3.31677128504007,41,191,99149756,190,10625458,16000,6.04991000305127e-05,30505,30505,0,29952,300,1,0,0.9818718242911,0.00983445336830028,11307.5,4546.94,2549.63,640.648,3251.93,193003,246828,0,0,11741552328,31,70,3.29827152974761,1.00560892428825,0.01849975529246,2.32878502498179
"364",363,2.25068467394396,30,66,94951917,65,19203082,12600,6.9363119016361e-05,20260,20260,0,19008,865,1,0,0.938203356367226,0.0426949654491609,10385.3,3693.79,2377.61,563.515,2456.84,202562,19071,0,0,393302477,2,5,2.10921305899401,1.06707317420907,0.141471614949954,2.45175688463928
"365",364,1.34321160825955,61,345,92649126,345,4743928,19700,7.26088675337568e-05,15528,15528,0,14098,733,1,0,0.907908294693457,0.0472050489438434,8493.69,2592.33,1890.38,524.899,2060.65,0,0,0,0,0,0,0,1.78386803787189,0.752977002638584,-0.440656429612343,1.86962884007699
"366",365,1.09593196404075,28,419,94852749,419,27992483,13100,4.85214564028492e-05,12900,12900,0,8599,2503,1,0,0.666589147286822,0.194031007751938,7109.59,1943.37,1855.39,447.936,1738.42,205022,0,0,0,79354684,1,1,1.27185218478571,0.861681866140288,-0.175920220744957,2.13436504894437
"367",366,2.75001299342334,19,330,84636641,329,24104831,8600,3.43021039905456e-05,25342,25342,0,24695,399,1,0,0.974469260516139,0.015744613684792,12666.2,4394.79,2493.09,679.212,3474.26,201975,36116,0,0,2194519133,15,38,3.01440969621353,0.912289061728305,-0.264396702790185,2.04588856689915
"368",367,1.2356374883285,2073,2986,85293694,2985,196687,3546093,0.0209096814958807,14231,14231,0,11209,1648,1,0,0.787646686810484,0.115803527510365,7307.7,2360.03,1765.49,483.649,1466.94,198943,0,0,0,52634036,1,1,1.49815126114886,0.824774854430219,-0.262513772820361,2.04777149686897
"369",368,1.06715410539682,100,157,75938266,156,37444657,33500,0.000171587165091561,11869,11869,0,8594,1547,1,0,0.724071109613278,0.130339539978094,6748.66,2073.5,1819.35,458.075,1437.58,198334,0,0,0,81857428,1,2,1.2003770179012,0.889015775445851,-0.133222912504387,2.17706235718494
"370",369,2.03754560748207,1324,783,158619773,783,2287194,264800,0.000408518674537958,22320,22320,0,20164,1810,1,0,0.903405017921147,0.0810931899641577,21663.3,3100.18,2228.07,481.874,6027.81,164123,39,0,0,3787522952,10,69,1.7568433172499,1.15977650794242,0.280702290232166,2.5909875599215
"371",370,2.21645263165612,168,18,133640122,18,5909399,33600,6.27632262389647e-05,23026,23026,0,21113,1454,1,0,0.916920003474333,0.0631460088595501,19416.7,2851.61,2291.48,448.729,5701.94,152245,27818,0,0,2712527636,11,21,1.85201962986914,1.19677599303455,0.364433001786975,2.67471827147631
"372",371,1.91822793687922,687,82,17439807,82,1166575,137600,0.000300988864352609,21766,21766,0,20301,902,1,0,0.932693191215657,0.0414407791969126,21513.4,3920.21,2029.32,454.379,3523.72,184804,1498336,0,0,8675386209,19,110,2.02743408884434,0.946135781890023,-0.109206151965114,2.20107911772422
"373",372,1.87943595849096,192,29,139055214,29,13170000,38217,2.14897326275379e-05,30141,30141,0,26400,3318,1,0,0.875883348263163,0.110082611724893,22183.8,1986.82,1910.69,316.432,6311.86,256843,77277,0,0,1175136144,8,11,1.6632168649793,1.13000054175999,0.216219093511665,2.526504363201
"374",373,1.56161362192216,64,29,19535481,29,10643263,12800,2.35906108395746e-05,20309,20309,0,18266,1300,1,0,0.899404205032252,0.0640110295927914,26657.2,2803.37,1837.87,360.386,4520.51,231396,0,0,0,3793175600,20,53,1.73623605491772,0.89942471675959,-0.174622432995561,2.13566283669377
"375",374,1.33694994982449,70,39,18973136,39,8695702,14000,2.77602082098103e-05,18276,18276,0,15081,1969,1,0,0.825180564674984,0.107736922740206,23020.1,1888.83,1733.25,255.193,3996.16,231396,0,0,0,4534801548,21,60,1.60130724020153,0.834911574905656,-0.264357290377041,2.04592797931229
"376",375,2.16914846633833,36,10,37097636,10,10197503,13200,6.94330972762322e-05,22723,22723,0,21494,832,1,0,0.945913831800378,0.0366148835981164,9253.92,2873.26,2112.99,273.881,1231.48,83528,11,0,0,4417939650,19,78,2.24475061265118,0.966320469683017,-0.0756021463128507,2.23468312337648
"377",376,1.88664066326846,26,9,83717158,9,23636000,5200,1.28825464105007e-05,27538,27538,0,26470,771,1,0,0.961217227104365,0.0279976759387029,17464.7,3024.25,1987.16,367.116,3161.83,241967,37189,0,0,7328116130,7,57,2.59876831163342,0.725974937751429,-0.712127648364963,1.59815762132437
"378",377,1.61807731086349,133,117,131702511,117,35250151,26600,3.76490868987477e-05,18538,18538,0,15713,2100,1,0,0.847610313949725,0.113280828568346,20397.7,2663.76,2164.48,481.756,6019.93,224987,57,0,0,3038892409,5,23,1.62930253795667,0.99311040961904,-0.0112252270931796,2.29906004259615
"379",378,2.13296235260255,1506,297,199748301,297,1592967,301200,0.000281249676538361,26015,25975,40,23306,2098,0.998462425523736,0.00153757447626369,0.895867768595041,0.0806457812800307,31081,2965.64,2230.14,502.954,10247.5,221420,52617,0,0,1495072908,8,10,1.72041553175595,1.23979487119925,0.412546820846601,2.72283209053593
"380",379,1.42932754559451,23,36,21252168,36,19175783,4600,8.28751822105467e-06,19996,19996,0,17366,1656,1,0,0.868473694738948,0.0828165633126625,24151.3,2674.43,1762.96,357.138,4081.03,231396,80,0,0,3233318158,18,45,1.65151088566465,0.865466620899251,-0.222183340070135,2.0881019296192
"381",380,1.40501750436269,17,52,16461208,52,15546852,3400,6.86174814420439e-06,18795,18795,0,15689,2104,1,0,0.834743282787975,0.11194466613461,17940.2,2318.99,1709.53,325.938,3121.23,177450,66907,0,0,1630376846,8,40,1.61524393646871,0.8698484932464,-0.210226432106019,2.10005883758331
"382",381,2.20660605480046,71,236,29772305,236,7033857,14200,5.12956780743354e-05,26182,26182,0,25144,733,1,0,0.960354441983042,0.0279963333587961,10206,2764.39,2049.28,439.297,2380.85,221229,150984,0,0,6408989785,37,96,2.57545345774264,0.856783510556828,-0.368847402942178,1.94143786674715
"383",382,2.1486242790867,18760,2848,4737936,31634,854399,4691662,0.00279398065011977,53540,36858,16651,51614,953,0.688419872992155,0.311001120657452,0.964026895778857,0.0177997758685095,19391.5,2755.4,2201.15,302.681,3374.71,189243,1710521,67670,0,5622728865,17,685,2.67771877191168,0.80240849099801,-0.529094492824983,1.78119077686435
"384",383,2.19575385926463,641,1690,32660920,1689,1407748,64100,6.69462001598934e-05,46358,46161,12,43159,1752,0.995750463781871,0.000258854998058588,0.930993571767548,0.0377928297165538,16347.2,3247.68,2176.57,279.073,1862.85,154239,5965002,50089,0,716542638,11,57,2.00453743562158,1.09539179475775,0.191216423643046,2.50150169333238
"385",384,2.06778349073223,33269,31181,509861,62911,27008,24157720,0.0513775967610888,39251,39127,112,37640,462,0.99684084481924,0.00285343048584749,0.958956459708033,0.0117704007541209,13712.1,3195.31,2035.25,299.462,1363.63,213498,5626572,50173,0,3311493626,9,50,2.53858121485538,0.814542973308037,-0.470797724123151,1.83948754556618
"386",385,2.36353337133777,37376,3029,5270359,40143,41908,66983708,0.0915550410909369,43770,43677,25,41846,673,0.99787525702536,0.000571167466301119,0.956042951793466,0.0153758281928261,18521.8,3401.79,2208.46,291.131,2020.66,195152,16377,43217,0,2778038285,16,62,2.46524762745576,0.958740754890021,-0.101714256117991,2.20857101357134
"387",386,2.42051118490307,6981,9998,27037660,9997,277487,2165353,0.00329111184735897,46391,46232,103,44960,604,0.996572611066802,0.00222025823974478,0.969153499601216,0.0130197667651053,16008.5,3492.2,2243.67,292.084,1704.48,159216,15036979,52064,0,2567817756,23,60,2.83419259514094,0.854039061795905,-0.413681410237869,1.89660385945146
"388",387,2.62907977151976,229,68,30550352,67,15315838,1031462,0.00149803895119996,47192,47076,0,46437,287,0.997541956263774,0,0.984001525682319,0.00608153924393965,17452.2,3618.67,2367.01,315.311,1985.76,176871,6278216,52499,0,6252687989,13,148,3.38747810262695,0.776117126626129,-0.75839833110719,1.55188693858214
"389",388,2.04987517271423,674,2997,25538952,2996,1379868,7539228,0.0111888822673143,45530,45362,3,43929,543,0.996310125192181,6.58906215681968e-05,0.964836371623106,0.0119262025038436,14366.5,3322.09,2054.16,319.283,1724.56,0,0,0,0,0,0,0,2.70134148481135,0.758836002127062,-0.651466312097124,1.65881895759221
"390",389,2.36424702892999,26167,300,28170849,299,57625,38814168,0.0570246745421583,42570,42467,66,41684,344,0.997580455719991,0.00155038759689922,0.979187221047686,0.00808080808080808,18273.2,3590.84,2278.49,302.488,1889.34,207197,6314184,60894,0,4576414146,14,111,3.19071390067056,0.740977443459635,-0.82646687174057,1.48381839794876
"391",390,2.62586966715067,100,137,29208522,136,20961409,5510128,0.00653677453087042,51459,49932,1324,50292,472,0.970325890514779,0.025729221321829,0.977321751297149,0.00917235080355234,17881.3,3522.65,2228.4,331.621,2206.03,0,0,0,0,0,0,0,3.11910180036479,0.841867253849671,-0.493232133214121,1.81705313647521
"392",391,2.52391562517782,550,2460,38839487,2459,2923640,55000,5.46892801205312e-05,62032,61496,183,59685,1070,0.991359298426619,0.00295009027598659,0.962164689192675,0.0172491617229817,14889.4,3207.18,2119.89,333.619,2050.73,156654,6817179,51073,0,5109928945,33,184,2.62486994324467,0.961539306613394,-0.100954318066852,2.20933095162248
"393",392,2.60475877774616,4684,4087,68265700,4481,1159298,468400,0.000197145382589158,89356,89276,1,86435,1554,0.9991047047764,1.11911902949998e-05,0.967310533148306,0.0173911097184297,20473.6,3402.27,2212.87,353.045,2871.06,165825,11147193,55817,0,7471186400,33,65,2.77604366527324,0.938298921710145,-0.171284887527081,2.13900038216225
"394",393,2.55891632039673,491,25,31218526,24,2530934,491000,0.000668885307920044,44871,44093,673,44022,415,0.982661407144927,0.0149985514029106,0.981079093401083,0.00924873526331038,17776.8,3481.06,2356.45,298.51,1915.41,154368,14196002,50091,0,4419265508,23,256,3.265950040825,0.783513614234688,-0.707033720428277,1.60325154926105
"395",394,2.33670308302358,156,102,31535491,101,9181372,3327905,0.00472498224584803,43711,43543,21,42657,428,0.996156573860127,0.000480428267484157,0.975887076479605,0.00979158564205806,17500.9,3581.48,2314.5,300.946,1885.87,170554,14196337,50073,0,1649166388,8,31,3.06572927264987,0.762201380229458,-0.729026189626286,1.58125908006304
"396",395,1.82063559803646,81759,16702,1018695,16701,55619,146619173,0.0675803555228601,60035,59926,13,53632,3329,0.998184392437745,0.000216540351461647,0.893345548430082,0.0554509869242942,20856,2682.04,1795.65,278.007,2528.57,154625,5629923,50095,0,5807429185,34,107,1.71038030989412,1.06446244002258,0.110255288142344,2.42054055783167
"397",396,2.24997340962688,47782,8493,29987720,8492,30057,40459932,0.0519580699981939,43304,43112,0,41982,501,0.995566229447626,0,0.969471642342509,0.0115693700351007,17801.7,3229.2,2186.28,293.037,2029.33,171785,16548938,59721,0,3513378638,14,79,2.84445145125358,0.791004328316201,-0.594478041626699,1.71580722806263
"398",397,2.42266408676076,659,87,32404057,271,7084538,2127799,0.0029032353904806,46429,46248,0,45302,488,0.996101574447005,0,0.975726377910358,0.0105106722091796,17290.5,3564.38,2301.16,317.699,1980.51,183679,6278273,56519,0,7481208073,14,195,3.05984184693076,0.791761211185103,-0.63717776017,1.67310750951933
"399",398,2.29224670433391,2247,6216,22763433,8462,821153,224700,0.000123418474229638,97252,96690,13,92634,1992,0.994221198535763,0.000133673343478797,0.952515115370378,0.0204828692469049,12661.6,2780.81,2172.4,283.103,1762.74,235009,5638177,51204,0,4293088470,100,149,2.38256967371484,0.962090103648429,-0.0903229693809267,2.2199623003084
"400",399,2.72746933399158,244,868,15676631,867,4357567,24400,6.66114701457219e-05,48276,48140,0,47458,285,0.997182865191814,0,0.983055762697821,0.00590355456127268,9978.18,3370.96,2244.51,294.961,1033.46,246558,99747,67072,0,8155072347,61,165,3.34743261383715,0.81479439577578,-0.619963279845571,1.69032198984376
"401",400,2.06004448728248,829,268,37412490,267,4268950,414500,0.000472388178185085,43197,42939,0,39579,1902,0.99402736301132,0,0.916244183623863,0.0440308354746857,19696.1,2864.69,2051.04,253.36,2158.45,160755,15156986,52607,0,572074124,3,6,1.84619109411771,1.11583491754789,0.213853393164768,2.5241386628541
"402",401,2.18847044838331,18025,4201,46227939,4200,159800,39248622,0.036093476764656,43029,42970,0,41099,865,0.998628831718144,0,0.955146529085036,0.0201027214204374,24751.5,3610.68,2231.97,299.864,2679.48,209761,6278232,56973,0,988500606,6,17,2.44361572298078,0.895586989313428,-0.255145274597468,2.05513999509186
"403",402,2.15868872259265,32958,4563,43431032,4562,76174,30778743,0.0298684226528092,42926,42851,0,41293,737,0.998252807156502,0,0.961957787820901,0.0171690816754415,25924.3,3823.16,2181.93,330.109,2787.61,0,0,0,0,0,0,0,2.61912514663546,0.824202205597434,-0.460436424042812,1.84984884564652
"404",403,1.76801730897145,738,188,35590001,188,2146538,16903459,0.0181186717556953,41345,41106,0,38806,1185,0.994219373563913,0,0.938589914137139,0.0286612649655339,18289.3,2929.14,1957.77,272.461,1884.13,250371,6278216,54107,0,385147150,10,30,2.11540271383543,0.835782849954778,-0.347385404863982,1.96289986482535
"405",404,2.94956057055537,533,337,41060379,336,6663498,193854,0.000215097375357646,56899,56557,0,55158,715,0.993989349549201,0,0.969401922705144,0.0125661259424594,19907,3214.79,2363.22,274.111,2446.84,212771,15244843,59308,0,5423120429,24,68,2.84219765108939,1.03777461410006,0.107362919465986,2.41764818915532
"406",405,2.58566876673825,101221,3119,30497795,3118,26023,4031177,0.00471589359710681,45778,45686,0,43981,833,0.997990301017956,0,0.960745336187688,0.0181965136091572,15400.8,2822.02,2304.56,270.472,2236.72,209087,6645561,56585,0,4966155790,23,53,2.58596323838798,0.999886126900275,-0.000294471649728845,2.3099907980396
"407",406,1.62464839837734,2378,94260,33285428,94259,896103,15808974,0.0176497495457457,36279,36199,0,32656,1491,0.997794867554233,0,0.900135064362303,0.0410981559579922,17171.1,2735.01,1864.51,258.954,1968.05,250406,52,62616,0,813312024,2,8,1.7397773938858,0.933825444615465,-0.115128995508458,2.19515627418087
"408",407,1.90182470629083,1133,467,37090664,467,3748462,14268476,0.0168509890753597,39563,39434,0,37863,749,0.996739377701388,0,0.957030558855496,0.0189318302454313,20031,3029.92,1996.04,295.619,2270.45,202478,6437125,57473,0,2088514446,1,95,2.48958259128459,0.763913080429084,-0.587757884993759,1.72252738469557
"409",408,2.01036415590791,347,48,23863342,48,4950682,10182204,0.0177735381878471,38667,38625,0,36521,949,0.99891380246722,0,0.944500478444151,0.0245428918716218,12799.4,2847.79,2062.32,261.206,1357.57,210149,89462,57234,0,524690834,2,14,2.21794084672251,0.906410177204978,-0.2075766908146,2.10270857887473
"410",409,2.67609748268189,290,57,26312018,56,7020318,3413390,0.00571955804111282,47083,47030,0,45866,513,0.998874328313829,0,0.974152029394898,0.0108956523586008,15339.1,3208.59,2349.94,268.174,1676.23,232394,12423850,57106,0,1817056593,9,29,3.00311861290749,0.89110615584078,-0.327021130225602,1.98326413946373
"411",410,1.6261953784606,699,122,32865169,122,2301275,7178754,0.00953853435584699,31997,31906,0,29415,1341,0.997155983373441,0,0.919304934837641,0.0419101790792887,19962.8,2989.36,2054.7,261.16,1966.17,282860,23,66908,0,1439220578,10,28,1.87359760753453,0.867953381196145,-0.247402229073928,2.0628830406154
"412",411,2.44233970195745,789,303,39550354,303,4197643,292730,0.000307700951641585,50212,49921,0,47620,1052,0.994204572612125,0,0.948378873576038,0.0209511670517008,20066.4,3168.23,2197.19,279.678,2393.28,216057,15957796,61398,0,3537868978,18,46,2.29373785975669,1.06478588717916,0.148601842200756,2.45888711189009
"413",412,2.87836207202519,112,53,37473588,52,22630263,1022735,0.00111318263169647,58192,57246,865,56606,803,0.983743469892769,0.0148645861974155,0.972745394555953,0.0137991476491614,19064.7,3519.61,2281.33,302.185,2231.36,312363,15247039,201713,0,1675379920,25,26,2.95388530365962,0.974432578157026,-0.0755232316344263,2.2347620380549
"414",413,2.25404202754511,2816,1031,39340135,1030,587965,1407870,0.00116980746695052,49787,49452,82,47510,920,0.993271335890895,0.00164701628939281,0.954265169622592,0.0184787193444072,20658.7,3030.1,2168.84,284.799,2633,357498,15245119,204150,0,5409583104,81,120,2.4227649729822,0.930359342602925,-0.168722945437088,2.14156232425224
"415",414,2.30811290957048,205,26,44419306,25,13857438,20500,1.95795188116827e-05,45301,45198,0,43886,643,0.997726319507296,0,0.968764486435178,0.0141939471534845,26609.4,3868.81,2259.5,335.859,2980.28,236653,182265,65291,0,1675906272,9,35,2.82173738410442,0.817975805463925,-0.513624474533939,1.79666079515539
"416",415,2.56688964927736,617,353,34067727,352,10809623,3343332,0.00377101641108346,55814,55555,0,54053,844,0.995359587200344,0,0.968448776292686,0.0151216540652883,17782.8,3425.87,2149.95,323.032,2239.73,265381,64,67121,0,833622142,3,14,2.81170075934111,0.912931307056617,-0.244811110063748,2.06547415962558
"417",416,2.69399763064435,35052,4664,27593271,4664,45088,3314141,0.00515355450894644,45242,45178,0,43177,896,0.998585385261483,0,0.954356571327527,0.0198046063392423,17064.3,3102.32,2341.22,254.244,1965.36,210583,6278216,57498,0,5119549485,23,62,2.42490821872109,1.11096890589334,0.269089411923255,2.57937468161259
"418",417,2.8317538706241,486,939,39165350,938,15579713,6184519,0.0026410509762166,97900,96515,1228,95237,1420,0.98585291113381,0.0125434116445352,0.972798774259448,0.0145045965270684,18975.1,3071,2269.71,327.06,3110.53,172080,15419557,59974,0,6888224975,56,149,2.95572900949887,0.958055986027021,-0.123975138874761,2.18631013081457
"419",418,2.69519691519717,639,54,57205429,53,5114673,3868490,0.00395128552937771,58286,58091,0,56637,613,0.996654428164568,0,0.971708472017294,0.0105171053083073,21053.8,3552.35,2234.58,315.968,2428.88,249095,6278427,58137,0,3378646562,17,83,2.91845198063768,0.923502231004077,-0.223255065440516,2.08703020424882
"420",419,2.39136937324667,226,89,25664172,89,7062559,10599767,0.0179852480259925,45431,45294,0,43366,995,0.996984437938852,0,0.954546455063723,0.0219013448966565,14395.5,3247.51,2165.03,273.701,1446.09,231149,6278233,58357,0,1152603926,10,11,2.42937481365272,0.984355876173381,-0.0380054404060526,2.27227982928328
"421",420,2.04070005770018,722,304,40723988,303,4182292,285884,0.000284298969844447,49985,49669,0,47215,1388,0.993678103431029,0,0.944583375012504,0.0277683304991497,15889.4,3044.4,1978.94,297.845,1895.04,173995,6278253,61289,0,1420675321,5,38,2.21948810905143,0.919446267532536,-0.178788051351248,2.13149721833808
"422",421,1.80419209105914,63,207,38251172,206,26850664,283098,0.000295121840447925,40195,40124,13,35959,2210,0.998233611145665,0.000323423311357134,0.894613757930091,0.0549819629307128,19125.5,2784.57,2061.23,236.465,1992.21,251885,6278217,60129,0,271830796,4,4,1.71530231828621,1.05182163623597,0.0888897727729379,2.39917504246227
"423",422,2.2672919352661,597,286,28049309,285,13195069,1345608,0.00181203129295339,44653,44389,0,43082,584,0.99408774326473,0,0.96481759344277,0.0130786285355967,17091.2,3038.11,2069.98,276.328,1964.38,264742,36,63806,0,2019632030,21,26,2.70078896945674,0.839492444951062,-0.433497034190641,1.87678823549869
"424",423,1.18539529659886,100521,18998,49984095,18998,19984,97663390,0.0801625504167573,24108,24104,0,18926,2529,0.999834079973453,0,0.785050605608097,0.10490293678447,24431.2,2022.99,1773.13,197.848,2625.73,0,0,0,0,0,0,0,1.48788152654167,0.796700056727038,-0.302486229942809,2.00779903974652
"425",424,2.45456825318046,303,55,42283192,55,12898870,10159184,0.00831322799178481,50925,50669,3,49108,837,0.994972999509082,5.89101620029455e-05,0.964320078546883,0.0164359351988218,25742.3,3500.2,2261.73,299.246,2998.47,252866,15244799,60899,0,1566778352,3,21,2.68622870071164,0.913759968587257,-0.231660447531184,2.07862482215815
"426",425,2.67305733898376,215,138,34912176,138,11445908,1393892,0.00174039830640381,50991,50695,0,49602,513,0.994195054029142,0,0.972759898805672,0.0100605989292228,20195.1,3373.89,2349.31,289.666,2365.9,215118,15244785,60899,0,4609267543,65,105,2.95438608144972,0.904775904465437,-0.281328742465952,2.02895652722338
"427",426,2.09093197867098,116,51,23627495,166,9273388,11600,1.90808248211581e-05,44241,44123,0,42382,919,0.997332790850116,0,0.957980154155648,0.0207725865147714,11963.3,2974.21,2077.73,289.363,1468.45,231478,15,67032,0,445002712,9,9,2.51348469088822,0.831885702845514,-0.422552712217233,1.8877325574721
"428",427,1.53942706365894,3264,4121,44976251,4120,1804090,326400,0.000139159300075414,58347,58230,0,48712,5772,0.997994755514422,0,0.834867259670591,0.0989253946218315,21162.7,2550.39,1791.18,267.409,2496.16,173423,6281775,60938,0,3456898580,3,56,1.61540071946147,0.952969158124519,-0.0759736558025303,2.2343116138868
"429",428,2.33526150567588,449,1482,29220096,1481,5252707,224500,0.000324524999660477,44597,44415,0,42752,737,0.995919008005023,0,0.958629504226742,0.0165257752763639,18201,3192.46,2103.66,272.328,1845.46,264039,6278223,61498,0,368238338,3,8,2.5301172257647,0.922985497231291,-0.194855720088814,2.11542954960052
"430",429,2.40363453233698,3122,2937,20445003,2936,485752,3574178,0.00757410618856706,45534,45334,61,44389,357,0.995607677779242,0.00133965827733123,0.97485395528616,0.00784029516405324,11067.2,3263.56,2181.76,296.027,1171.77,216226,381518,61494,0,9877559760,84,644,3.02819551975979,0.793751432710543,-0.624560987422809,1.68572428226652
"431",430,2.08335016712608,1536,1095,35353468,1094,1188980,767531,0.000898259479960881,43775,43714,0,41020,1237,0.998606510565391,0,0.937064534551685,0.028258138206739,18567.5,2998.85,2019.54,272.385,2029.75,242525,53344,64181,0,872776492,12,12,2.09133151481387,0.996183604736384,-0.00798134768778702,2.30230392200154
